Regulator,Target,raw_importance,norm_importance,is_pdac_driver
COL11A1,MITF,0.005501081235706806,0.005501081235706806,False
HSD11B1,ART4,0.0055008260533213615,0.0055008260533213615,False
COL12A1,CHN1,0.0055008213967084885,0.0055008213967084885,False
ENG,A1BG,0.00550077622756362,0.00550077622756362,False
SPINK13,CADPS,0.005500762723386288,0.005500763189047575,False
CTSL,CCL2,0.005500741768628359,0.005500741768628359,False
RBMS3,EMILIN1,0.005500488448888063,0.005500488448888063,False
GPR183,HLA-DQA1,0.005500475876033306,0.005500475876033306,False
ELTD1,RP11-536O18.2,0.005500455852597952,0.005500455852597952,False
OGN,CXCL12,0.0055002025328576565,0.0055002025328576565,False
ORM1,C8A,0.005500038154423237,0.005500038154423237,False
CLDN3,VIL1,0.0054998514242470264,0.0054998514242470264,False
IGFBP6,AP2B1,0.005499780643731356,0.005499780643731356,False
S100A3,TNNI2,0.005499564111232758,0.005499564111232758,False
HSD11B1,HSPB6,0.005499533377587795,0.005499533377587795,False
HPGD,RP11-354E11.2,0.005499520804733038,0.005499520804733038,False
ALOX5AP,IL7R,0.005499499384313822,0.005499499384313822,False
SLC11A1,FCGR2B,0.005499457940459251,0.005499458406120539,False
FGF7,MMP2,0.0054992069490253925,0.0054992069490253925,False
RP4-539M6.22,RP5-1115A15.1,0.005499173887073994,0.005499173887073994,False
CD3E,CD52,0.005499142222106457,0.005499142222106457,False
NUF2,CARD17,0.0054991343058645725,0.0054991343058645725,False
PRF1,RP11-973H7.4,0.005498891696333885,0.005498891696333885,False
GPR82,PNMA5,0.00549887353554368,0.00549887353554368,False
DMBT1,SCGB3A1,0.005498821847140789,0.005498821847140789,False
SMIM19,MTRNR2L9,0.005498786456882954,0.005498786456882954,False
RSPO1,SLC13A4,0.005498706828802824,0.005498706828802824,False
DPT,IGF1,0.0054986076429486275,0.0054986076429486275,False
LY6D,MEG3,0.005498603917658329,0.005498603917658329,False
SFMBT2,CLN3,0.005498599726706743,0.0054986001923680305,False
ELN,AR,0.005498542916029692,0.005498542916029692,False
LAPTM5,IGSF6,0.0054985228925943375,0.0054985228925943375,False
PCOLCE,COL8A2,0.005498489364981651,0.005498489364981651,False
RPS28,MTRNR2L9,0.005498216021806002,0.005498216021806002,False
INS,MIR205HG,0.005498189944773912,0.005498189944773912,False
LILRB4,CD4,0.0054980190470814705,0.0054980190470814705,False
S100A9,LILRA3,0.005497983656823635,0.005497983656823635,False
HSPA1A,SLC7A5,0.005497815553098917,0.005497815553098917,False
BTG2,KLK8,0.005497789941728115,0.005497789941728115,False
MMP2,CTHRC1,0.0054977512918412685,0.0054977512918412685,True
CD1C,MCOLN2,0.005497624631971121,0.005497625097632408,False
CD37,FGR,0.005497603677213192,0.005497604142874479,False
RBP1,FUOM,0.005497551057487726,0.005497551057487726,False
SLAMF1,ST8SIA2,0.00549745187163353,0.00549745187163353,False
RP11-462G2.1,PMAIP1,0.005497451405972242,0.005497451405972242,False
ENPEP,FAM162B,0.005497403908520937,0.005497403908520937,False
BCL2A1,TREM2,0.005497384816408157,0.005497384816408157,False
KLRC2,PRF1,0.005497373640537262,0.005497373640537262,False
MIA,TFF2,0.005497339181602001,0.005497339181602001,False
INMT,MOXD1,0.005497320555150509,0.005497320555150509,False
SFTA2,COL17A1,0.005497290287166834,0.005497290287166834,False
KRT19,C12orf75,0.005497159902006388,0.005497159902006388,False
